avaliacao,empresa,tamanho,ano_fundacao,tipo_propriedade,industria,setor,receita,senioridade,cargo,salario_medio,cidade_vaga,estado_vaga,pais_vaga,cidade_sede,pais_sede,escala_tamanho,remoto,latitude,longitude,nome_estado_vaga
4.9,Big Huge Games,51 to 200 employees,2013.0,Subsidiary or Business Segment,Video Games,Media,Unknown / Non-Applicable,,Data analyst,115.5,Timonium,MD,United States of America,Lutherville Timonium,United States of America,Pequeno,False,,,
3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,Data scientist,115.5,Herndon,VA,United States of America,Westminster,United States of America,Grande,False,38.9764,-77.3839,Virginia
5.0,Phantom AI,1 to 50 employees,2016.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,Data engineer,115.5,Burlingame,CA,United States of America,Burlingame,United States of America,Pequeno,False,37.575884,-122.362952,California
4.0,Noblis,1001 to 5000 employees,1996.0,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),,Data scientist,115.5,Reston,VA,United States of America,Reston,United States of America,Grande,False,38.96,-77.3456,Virginia
3.6,Spring Health,1 to 50 employees,2016.0,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,Data scientist,115.5,New York,NY,United States of America,New York,United States of America,Pequeno,False,40.74838,-73.996705,New York
4.0,ClearEdge,51 to 200 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),,Software engineer,115.5,Annapolis Junction,MD,United States of America,Annapolis Junction,United States of America,Pequeno,False,39.130983,-76.798068,Maryland
3.2,AllianceBernstein,1001 to 5000 employees,1967.0,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),,Data analyst,115.5,Nashville,TN,United States of America,New York,United States of America,Grande,False,36.167028,-86.778441,Tennessee
5.0,Arsenal Biosciences,51 to 200 employees,2019.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,outro,115.5,South San Francisco,CA,United States of America,South San Francisco,United States of America,Pequeno,False,37.65382,-122.4347,California
4.8,GetWellNetwork,201 to 500 employees,2000.0,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),,Data engineer,115.5,Bethesda,MD,United States of America,Bethesda,United States of America,Médio,False,38.9806,-77.1008,Maryland
4.5,TACG Solutions,51 to 200 employees,2006.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,Data scientist,115.5,Dayton,OH,United States of America,Beavercreek,United States of America,Pequeno,False,39.765396,-84.099802,Ohio
4.7,Scoop,51 to 200 employees,2015.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior,Data engineer,115.5,San Francisco,CA,United States of America,San Francisco,United States of America,Pequeno,False,37.775,-122.4183,California
4.5,Novetta,501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Senior,Data scientist,115.5,Herndon,VA,United States of America,Mc Lean,United States of America,Médio,False,38.9764,-77.3839,Virginia
4.2,IZEA,51 to 200 employees,2006.0,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),,Data engineer,115.5,Winter Park,FL,United States of America,Winter Park,United States of America,Pequeno,False,28.597824,-81.353436,Florida
3.4,Montway Inc,51 to 200 employees,2006.0,Company - Private,Shipping,Transportation & Logistics,Unknown / Non-Applicable,,outro,115.5,Schaumburg,IL,United States of America,Schaumburg,United States of America,Pequeno,False,42.0333,-88.0833,Illinois
3.8,Juniper Networks,5001 to 10000 employees,1996.0,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Senior,Data scientist,115.5,Cupertino,CA,United States of America,Sunnyvale,United States of America,Grande,False,37.317363,-122.038604,California
4.7,1904labs,51 to 200 employees,2016.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,Data scientist,99.5,Saint Louis,MO,United States of America,Saint Louis,United States of America,Pequeno,False,38.642574,-90.324189,Missouri
3.6,XSELL Technologies,51 to 200 employees,2014.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,Data scientist,99.5,Chicago,IL,United States of America,Chicago,United States of America,Pequeno,False,41.885847,-87.618123,Illinois
4.2,IZEA,51 to 200 employees,2006.0,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),,Data engineer,99.5,Winter Park,FL,United States of America,Winter Park,United States of America,Pequeno,False,28.597824,-81.353436,Florida
3.8,Juniper Networks,5001 to 10000 employees,1996.0,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Senior,Data scientist,99.5,Cupertino,CA,United States of America,Sunnyvale,United States of America,Grande,False,37.317363,-122.038604,California
5.0,Notion Labs,1 to 50 employees,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,Data scientist,99.5,San Francisco,CA,United States of America,San Francisco,United States of America,Pequeno,False,37.775,-122.4183,California
4.9,Lendio,201 to 500 employees,2011.0,Company - Private,Lending,Finance,$50 to $100 million (USD),Senior,Data engineer,99.5,Lehi,UT,United States of America,Lehi,United States of America,Médio,False,40.395845,-111.850606,Utah
4.4,Direct Agents,51 to 200 employees,2003.0,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),,Data engineer,99.5,Culver City,CA,United States of America,New York,United States of America,Pequeno,False,33.994927,-118.399115,California
3.3,NAVEX Global,1001 to 5000 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),,Data scientist,99.5,Lake Oswego,OR,United States of America,Lake Oswego,United States of America,Grande,False,45.409263,-122.684721,Oregon
3.2,Triplebyte,51 to 200 employees,2015.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,Machine learning engineer,99.5,Remote,,,San Francisco,United States of America,Pequeno,True,,,
3.2,Triplebyte,51 to 200 employees,2015.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,Machine learning engineer,99.5,Remote,,,San Francisco,United States of America,Pequeno,True,,,
4.9,Lendio,201 to 500 employees,2011.0,Company - Private,Lending,Finance,$50 to $100 million (USD),Senior,Data engineer,99.5,Lehi,UT,United States of America,Lehi,United States of America,Médio,False,40.395845,-111.850606,Utah
4.2,Upstart,201 to 500 employees,2012.0,Company - Private,Lending,Finance,Unknown / Non-Applicable,,Data scientist,99.5,San Mateo,CA,United States of America,San Mateo,United States of America,Médio,False,37.572271,-122.320262,California
4.5,Envision LLC,201 to 500 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,Data analyst,99.5,San Francisco,CA,United States of America,Saint Louis,United States of America,Médio,False,37.775,-122.4183,California
4.8,AppLovin,201 to 500 employees,2012.0,Company - Private,Video Games,Media,Unknown / Non-Applicable,,Data engineer,99.5,Palo Alto,CA,United States of America,Palo Alto,United States of America,Médio,False,37.444324,-122.149685,California
3.8,ISO New England,501 to 1000 employees,1997.0,Nonprofit Organization,Utilities,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,,outro,99.5,Holyoke,MA,United States of America,Holyoke,United States of America,Médio,False,42.202007,-72.626193,Massachusetts
3.7,Relativity,1001 to 5000 employees,2001.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,Data engineer,99.5,Chicago,IL,United States of America,Chicago,United States of America,Grande,False,41.885847,-87.618123,Illinois
3.3,Tempo Automation,51 to 200 employees,2013.0,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),Senior,Data scientist,99.5,San Francisco,CA,United States of America,San Francisco,United States of America,Pequeno,False,37.775,-122.4183,California
3.3,MITRE,5001 to 10000 employees,1958.0,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),,Data scientist,99.5,McLean,VA,United States of America,Bedford,United States of America,Grande,False,,,
5.0,"Expedition Technology, Inc.",1 to 50 employees,2013.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),,Machine learning engineer,99.5,Herndon,VA,United States of America,Dulles,United States of America,Pequeno,False,38.9764,-77.3839,Virginia
3.8,Evidera,501 to 1000 employees,2013.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,outro,99.5,Bethesda,MD,United States of America,Bethesda,United States of America,Médio,False,38.9806,-77.1008,Maryland
3.4,Plymouth Rock Assurance,1001 to 5000 employees,1982.0,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),,Data scientist,99.5,Woodbridge,NJ,United States of America,Boston,United States of America,Grande,False,40.555973,-74.284542,New Jersey
2.4,Crown Bioscience,501 to 1000 employees,2006.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),,outro,99.5,San Diego,CA,United States of America,San Diego,United States of America,Médio,False,32.71852,-117.159316,California
2.9,GNS Healthcare,51 to 200 employees,2000.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),,Data scientist,99.5,Cambridge,MA,United States of America,Cambridge,United States of America,Pequeno,False,42.377045,-71.125611,Massachusetts
4.4,OneMagnify,201 to 500 employees,1967.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Manager,outro,99.5,Dearborn,MI,United States of America,Detroit,United States of America,Médio,False,42.305295,-83.160488,Michigan
2.9,SPECTRUM,10000+ employees,2016.0,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),,Data scientist,99.5,Maryland Heights,MO,United States of America,Stamford,United States of America,Corporação,False,38.722896,-90.447403,Missouri
2.7,Advanced BioScience Laboratories,201 to 500 employees,1961.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),Principal,outro,99.5,Rockville,MD,United States of America,Rockville,United States of America,Médio,False,39.0838,-77.153,Maryland
4.2,Procore Technologies,1001 to 5000 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,Data engineer,99.5,Carpinteria,CA,United States of America,Carpinteria,United States of America,Grande,False,34.403589,-119.518257,California
3.5,Ritedose,201 to 500 employees,1995.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Senior,outro,99.5,Columbia,SC,United States of America,Columbia,United States of America,Médio,False,34.072613,-81.179617,South Carolina
,Covid-19 Search Partners,,,,,,,,outro,99.5,Hauppauge,NY,United States of America,,,,False,40.823069,-73.195762,New York
4.2,bioMérieux,10000+ employees,1963.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Senior,Data scientist,99.5,Saint Louis,MO,United States of America,Marcy-l'Etoile,France,Corporação,False,38.642574,-90.324189,Missouri
4.5,Novetta,501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),,Data scientist,133.0,Herndon,VA,United States of America,Mc Lean,United States of America,Médio,False,38.9764,-77.3839,Virginia
4.4,Guzman & Griffin Technologies (GGTI),1 to 50 employees,1997.0,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable,,Data scientist,133.0,Washington,DC,United States of America,Mays Landing,United States of America,Pequeno,False,38.912217,-77.017691,District of Columbia
,Radical Convergence,,,,,,,,Machine learning engineer,133.0,Reston,VA,United States of America,,,,False,38.96,-77.3456,Virginia
3.5,Leidos,10000+ employees,1969.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),,Data scientist,133.0,Fort Meade,MD,United States of America,Reston,United States of America,Corporação,False,,,
4.5,Demandbase,201 to 500 employees,2006.0,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),,Data scientist,133.0,San Francisco,CA,United States of America,San Francisco,United States of America,Médio,False,37.775,-122.4183,California
4.1,Shelter Insurance,1001 to 5000 employees,1946.0,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),,Data analyst,133.0,Columbia,MO,United States of America,Columbia,United States of America,Grande,False,38.938176,-92.304865,Missouri
3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,Data scientist,133.0,Chantilly,VA,United States of America,Westminster,United States of America,Grande,False,38.8865,-77.4393,Virginia
2.7,USAC,501 to 1000 employees,1997.0,Nonprofit Organization,Telecommunications Services,Telecommunications,$25 to $50 million (USD),,Data analyst,133.0,Washington,DC,United States of America,Washington,United States of America,Médio,False,38.912217,-77.017691,District of Columbia
3.4,General Dynamics Information Technology,10000+ employees,1996.0,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),,outro,133.0,Vicksburg,MS,United States of America,Fairfax,United States of America,Corporação,False,32.325824,-90.85065,Mississippi
4.4,Offerpad,201 to 500 employees,2015.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,,Data scientist,133.0,Chandler,AZ,United States of America,Chandler,United States of America,Médio,False,33.330091,-111.863156,Arizona
4.0,Autodesk,5001 to 10000 employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Senior,Data analyst,133.0,San Francisco,CA,United States of America,San Rafael,United States of America,Grande,False,37.775,-122.4183,California
4.2,Autodesk,5001 to 10000 employees,1968.0,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),Senior,Data analyst,133.0,San Francisco,CA,United States of America,Herndon,United States of America,Grande,False,37.775,-122.4183,California
3.5,Magna International Inc.,10000+ employees,1957.0,Company - Public,,,$10+ billion (USD),,Data engineer,133.0,Birmingham,AL,United States of America,Aurora,Canada,Corporação,False,33.519,-86.8014,Alabama
2.3,United BioSource,1001 to 5000 employees,2003.0,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Senior,Data analyst,133.0,Blue Bell,PA,United States of America,Blue Bell,United States of America,Grande,False,40.15939,-75.279656,Pennsylvania
3.4,Kelly,5001 to 10000 employees,1946.0,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),,Data scientist,133.0,Chicago,IL,United States of America,Troy,United States of America,Grande,False,41.885847,-87.618123,Illinois
3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,outro,133.0,Redwood City,CA,United States of America,Chicago,United States of America,Médio,False,37.464661,-122.230406,California
4.7,C3.ai,201 to 500 employees,2009.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),,Data scientist,133.0,Redwood City,CA,United States of America,Redwood City,United States of America,Médio,False,37.464661,-122.230406,California
3.9,Quartet Health,201 to 500 employees,2014.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Senior,Data scientist,133.0,New York,NY,United States of America,New York,United States of America,Médio,False,40.74838,-73.996705,New York
3.3,Midland Credit Management,1001 to 5000 employees,1953.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD),,Data analyst,133.0,San Diego,CA,United States of America,San Diego,United States of America,Grande,False,32.71852,-117.159316,California
3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Senior,outro,133.0,Chicago,IL,United States of America,Chicago,United States of America,Médio,False,41.885847,-87.618123,Illinois
4.4,Resurgent Capital Services,201 to 500 employees,1998.0,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),,Data engineer,133.0,Cincinnati,OH,United States of America,Greenville,United States of America,Médio,False,39.091293,-84.277383,Ohio
3.7,PNNL,1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),,Data scientist,76.5,Richland,WA,United States of America,Richland,United States of America,Grande,False,46.283265,-119.289201,Washington
3.5,Buckman,1001 to 5000 employees,1945.0,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),,Data scientist,76.5,Memphis,TN,United States of America,Memphis,United States of America,Grande,False,35.0337,-89.9343,Tennessee
3.6,Buckman,501 to 1000 employees,1967.0,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),,Machine learning engineer,76.5,Memphis,TN,United States of America,Arlington,United States of America,Médio,False,35.0337,-89.9343,Tennessee
3.8,Evidera,501 to 1000 employees,2013.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,outro,76.5,Bethesda,MD,United States of America,Bethesda,United States of America,Médio,False,38.9806,-77.1008,Maryland
4.7,webfx.com,201 to 500 employees,1997.0,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),Junior,Data analyst,76.5,Harrisburg,PA,United States of America,Harrisburg,United States of America,Médio,False,40.261767,-76.883079,Pennsylvania
3.5,Argo Group US,1001 to 5000 employees,1948.0,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),Senior,Data scientist,76.5,New York,NY,United States of America,Hamilton,Bermuda,Grande,False,40.74838,-73.996705,New York
3.3,BWX Technologies,5001 to 10000 employees,1850.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),,Data scientist,76.5,Oak Ridge,TN,United States of America,Lynchburg,United States of America,Grande,False,36.01588,-84.262297,Tennessee
3.9,Life360,51 to 200 employees,2008.0,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Senior,Data analyst,76.5,San Francisco,CA,United States of America,San Francisco,United States of America,Pequeno,False,37.775,-122.4183,California
3.7,MassMutual,5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Lead,Data scientist,76.5,Boston,MA,United States of America,Springfield,United States of America,Grande,False,42.357603,-71.068432,Massachusetts
3.9,Natera,501 to 1000 employees,2004.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,outro,76.5,San Carlos,CA,United States of America,San Carlos,United States of America,Médio,False,37.496859,-122.267356,California
4.0,Genentech,10000+ employees,1976.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,outro,76.5,South San Francisco,CA,United States of America,South San Francisco,United States of America,Corporação,False,37.65382,-122.4347,California
4.2,Ntrepid,201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,outro,76.5,Herndon,VA,United States of America,Herndon,United States of America,Médio,False,38.9764,-77.3839,Virginia
3.6,Constant Contact,Unknown,1995.0,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Principal,Data scientist,76.5,Waltham,MA,United States of America,Waltham,United States of America,,False,42.3954,-71.2508,Massachusetts
4.7,Sage Intacct,501 to 1000 employees,1999.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Principal,outro,76.5,San Francisco,CA,United States of America,San Jose,United States of America,Médio,False,37.775,-122.4183,California
4.1,Shape Security,51 to 200 employees,2011.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,Data engineer,76.5,Santa Clara,CA,United States of America,Mountain View,United States of America,Pequeno,False,37.34732,-121.954079,California
4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Principal,Data scientist,76.5,Gaithersburg,MD,United States of America,Cambridge,United Kingdom,Corporação,False,39.14187,-77.188993,Maryland
5.0,SkillSoniq,Unknown,,Company - Public,,,Unknown / Non-Applicable,,Data scientist,76.5,San Francisco,CA,United States of America,Jersey City,United States of America,,False,37.775,-122.4183,California
4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Senior,Data scientist,76.5,New York,NY,United States of America,Cambridge,United Kingdom,Corporação,False,40.74838,-73.996705,New York
4.3,Joby Aviation,51 to 200 employees,,Company - Private,,,Unknown / Non-Applicable,,Data scientist,76.5,San Carlos,CA,United States of America,Santa Cruz,United States of America,Pequeno,False,37.496859,-122.267356,California
3.8,Cook Children's Health Care System,5001 to 10000 employees,1918.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Senior,Data analyst,76.5,Fort Worth,TX,United States of America,Fort Worth,United States of America,Grande,False,32.7469,-97.3268,Texas
3.8,Rubius Therapeutics,201 to 500 employees,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Junior,outro,76.5,Smithfield,RI,United States of America,Cambridge,United States of America,Médio,False,41.896382,-71.520666,Rhode Island
4.6,GreatAmerica Financial Services,501 to 1000 employees,1992.0,Company - Private,Lending,Finance,$100 to $500 million (USD),,Data analyst,76.5,Cedar Rapids,IA,United States of America,Cedar Rapids,United States of America,Médio,False,41.9743,-91.655382,Iowa
4.1,Upside Business Travel,51 to 200 employees,2015.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,Data scientist,92.5,Remote,,,Washington,United States of America,Pequeno,True,,,
3.4,Spectrum Communications and Consulting,51 to 200 employees,1992.0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),,Data scientist,92.5,Chicago,IL,United States of America,Chicago,United States of America,Pequeno,False,41.885847,-87.618123,Illinois
4.1,Coverent,51 to 200 employees,2008.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,Data scientist,92.5,McLean,VA,United States of America,McLean,United States of America,Pequeno,False,,,
3.7,Mteq,501 to 1000 employees,1954.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,Machine learning engineer,92.5,Fort Belvoir,VA,United States of America,Lorton,United States of America,Médio,False,38.694699,-77.143315,Virginia
4.4,Rocket Lawyer,51 to 200 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),,Data engineer,92.5,San Francisco,CA,United States of America,San Francisco,United States of America,Pequeno,False,37.775,-122.4183,California
3.9,Novartis,10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Senior,Data scientist,92.5,Cambridge,MA,United States of America,Basel,Switzerland,Corporação,False,42.377045,-71.125611,Massachusetts
3.6,Alion Science & Technology,1001 to 5000 employees,2001.0,Company - Private,Research & Development,Business Services,$1 to $2 billion (USD),,Data engineer,92.5,Linthicum Heights,MD,United States of America,Mc Lean,United States of America,Grande,False,39.208331,-76.657477,Maryland
4.5,Novetta,501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),,outro,92.5,Herndon,VA,United States of America,Mc Lean,United States of America,Médio,False,38.9764,-77.3839,Virginia
3.7,Protolabs,1001 to 5000 employees,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),Senior,outro,92.5,Maple Plain,MN,United States of America,Maple Plain,United States of America,Grande,False,45.0079,-93.6542,Minnesota
2.9,Quest Integrity,201 to 500 employees,1996.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),,Data analyst,92.5,Tulsa,OK,United States of America,Kent,United States of America,Médio,False,36.05566,-96.060229,Oklahoma
5.0,Phoenix Operations Group,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,Data scientist,92.5,Annapolis Junction,MD,United States of America,Woodbine,United States of America,Pequeno,False,39.130983,-76.798068,Maryland
3.4,Dice.com,201 to 500 employees,1990.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),,Data scientist,92.5,Newton,MA,United States of America,Denver,United States of America,Médio,False,42.3545,-71.1877,Massachusetts
3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Senior,Data scientist,92.5,Herndon,VA,United States of America,Westminster,United States of America,Grande,False,38.9764,-77.3839,Virginia
5.0,Phoenix Operations Group,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,Data scientist,92.5,Baltimore,MD,United States of America,Woodbine,United States of America,Pequeno,False,39.17185,-76.648287,Maryland
4.8,Klaviyo,201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,Software engineer,92.5,Boston,MA,United States of America,Boston,United States of America,Médio,False,42.357603,-71.068432,Massachusetts
3.9,Southwest Research Institute,1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),,outro,92.5,Oklahoma City,OK,United States of America,San Antonio,United States of America,Grande,False,35.3337,-97.4922,Oklahoma
4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,Data scientist,92.5,Gaithersburg,MD,United States of America,Cambridge,United Kingdom,Corporação,False,39.14187,-77.188993,Maryland
4.3,The Buffalo Group,501 to 1000 employees,2010.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Senior,Data analyst,92.5,Fort Belvoir,VA,United States of America,Reston,United States of America,Médio,False,38.694699,-77.143315,Virginia
3.5,Central California Alliance for Health,501 to 1000 employees,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Manager,outro,92.5,Scotts Valley,CA,United States of America,Scotts Valley,United States of America,Médio,False,37.057841,-122.014961,California
3.7,MassMutual,5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,outro,92.5,Boston,MA,United States of America,Springfield,United States of America,Grande,False,42.357603,-71.068432,Massachusetts
3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Senior,outro,92.5,Redwood City,CA,United States of America,Chicago,United States of America,Médio,False,37.464661,-122.230406,California
3.1,Security Finance Corporation of Spartanburg,1001 to 5000 employees,1955.0,Company - Private,Lending,Finance,Unknown / Non-Applicable,,Data analyst,92.5,Spartanburg,SC,United States of America,Spartanburg,United States of America,Grande,False,34.935211,-81.965377,South Carolina
4.3,PulsePoint,51 to 200 employees,2011.0,Company - Private,Internet,Information Technology,$100 to $500 million (USD),,Data scientist,97.0,New York,NY,United States of America,New York,United States of America,Pequeno,False,40.74838,-73.996705,New York
4.2,LSQ,51 to 200 employees,1996.0,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),,Data scientist,97.0,Orlando,FL,United States of America,Orlando,United States of America,Pequeno,False,28.498821,-80.58248,Florida
4.4,Resurgent Capital Services,201 to 500 employees,1998.0,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),,Data engineer,97.0,Cincinnati,OH,United States of America,Greenville,United States of America,Médio,False,39.091293,-84.277383,Ohio
3.6,Opendoor,501 to 1000 employees,2014.0,Company - Private,Real Estate,Real Estate,$2 to $5 billion (USD),Principal,Data scientist,97.0,San Francisco,CA,United States of America,San Francisco,United States of America,Médio,False,37.775,-122.4183,California
4.5,Global Data Management Inc,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),,Data scientist,97.0,Hartford,CT,United States of America,Woodbridge,United States of America,Pequeno,False,41.7636,-72.6855,Connecticut
3.0,Photon Infotech,1001 to 5000 employees,1999.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,Data scientist,97.0,Chicago,IL,United States of America,Chennai,India,Grande,False,41.885847,-87.618123,Illinois
5.0,REE,51 to 200 employees,2018.0,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,,Data scientist,97.0,United States,,,Tel Aviv-Yafo,Israel,Pequeno,False,,,
